stdlinxscd,tdlinx_store_sk,stranscd,smodchgind,sfiledt,sstatusind,sname,sno,sstreetadd,scity,sst,szip,splacenm,sstcd,scntcd,scntrynm,stradeclcd,sformatcd,snostrcd,schainind,sfiller1,slat,slong,slatlongcd,sblockid,sfiller2,sareacd,sphoneno,sfiller3,sannvolcd,swklyvol,ssqft,sftemploy,snmchkout,sfiller4,stdlinxocd,sownfamcd,sownnm,sowncity,sownst,sownstcd,sowncntcd,sfiller5,stdlinxpcd,ssupfamcd,ssupnm,ssupcity,ssupst,ssupstcd,ssupcntcd,sfiller6,stdlinxgcd,sgrpnm,sfranind,sfiller7,sgas,shivolcig,spharm,sliquor,swine,sbeer,sonprem,sfoodtype,sfuture1,sfuture2,sfuture3,sfiller8,src_desc,cstdlinxscd,current_ind,trade_channel_desc,premise_type,tdlinx_premise,store_volume_desc,chain_indicator_desc,food_type_desc,format_type_desc,lat_long_geo_desc,no_of_stores_desc,store_status_desc,transaction_code_desc,htdlinxucd,hulname,td_store_osk,source_system,ecommerce_provider,ecommerce_delivery_ind,ecommerce_in_store_pickup_ind,ecommerce_curbside_pickup_ind,load_dt,modified_dt
TDLX00027,1000000027,N,ADD,20260129,A,Hi-Time Wine Cellars,1027,778 Broadway,Seattle,WA,98101,Seattle,WA,USA,United States,OFF,Sp,27,I,FILLER,36.5694,-82.2382,Y,BLK00027,FILLER,WA,950-555-2152,FILLER,L,1414,21589,90,7,FILLER,OWN00027,FAM027,Hi-Time Wine Cellars Inc,Seattle,WA,WA,USA,FILLER,PROV00027,SUP001,Southern Glazer's,Miami,NY,NY,USA,FILLER,GRP027,Hi-Time Wine Cellars Group,N,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00027,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Independent,Specialty Store,Specialty Store,Valid Coordinates,Single Store,Active,New Account,ULOC00027,HI-TIME WINE CELLARS SEATTLE,1000000027,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00028,1000000028,N,ADD,20260129,A,ABC Fine Wine & Spirits,1028,7241 1st Ave,San Antonio,TX,78201,San Antonio,TX,USA,United States,OFF,Co,28,I,FILLER,45.8743,-108.2213,Y,BLK00028,FILLER,TX,644-555-7364,FILLER,L,4747,6323,61,4,FILLER,OWN00028,FAM028,ABC Fine Wine & Spirits Inc,San Antonio,TX,TX,USA,FILLER,PROV00028,SUP001,Southern Glazer's,New York,NY,CA,USA,FILLER,GRP028,ABC Fine Wine & Spirits Group,N,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00028,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Independent,Convenience Store,Convenience Store,Valid Coordinates,Single Store,Active,New Account,ULOC00028,ABC FINE WINE & SPIR SAN ANTONI,1000000028,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00029,1000000029,N,ADD,20260129,A,Bottles,1029,1979 Pine St,Columbus,OH,43201,Columbus,OH,USA,United States,OFF,Co,29,I,FILLER,47.8012,-94.142,Y,BLK00029,FILLER,OH,904-555-6230,FILLER,M,4693,17005,38,5,FILLER,OWN00029,FAM029,Bottles Inc,Columbus,OH,OH,USA,FILLER,PROV00029,SUP001,Southern Glazer's,New York,FL,CA,USA,FILLER,GRP029,Bottles Group,N,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00029,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Independent,Convenience Store,Convenience Store,Valid Coordinates,Single Store,Active,New Account,ULOC00029,BOTTLES COLUMBUS,1000000029,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00030,1000000030,N,ADD,20260129,A,Eddie V's,1030,1414 Oak Ave,Tampa,FL,33601,Tampa,FL,USA,United States,ON,Ba,30,C,FILLER,43.711,-75.8071,Y,BLK00030,FILLER,FL,975-555-7395,FILLER,H,2438,28113,35,8,FILLER,OWN00030,FAM030,Eddie V's Inc,Tampa,FL,FL,USA,FILLER,PROV00030,SUP001,Southern Glazer's,Dallas,TX,NY,USA,FILLER,GRP030,Eddie V's Group,Y,FILLER,N,N,N,Y,Y,Y,Y,ITALIAN,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00030,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Chain,Bar & Grill,Bar & Grill,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00030,EDDIE V'S TAMPA,1000000030,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00031,1000000031,N,ADD,20260129,A,Fleming's Prime Steakhouse,1031,9396 Oak Ave,Los Angeles,CA,90001,Los Angeles,CA,USA,United States,ON,Ba,31,C,FILLER,45.8393,-123.6509,Y,BLK00031,FILLER,CA,526-555-2105,FILLER,L,8733,9582,31,12,FILLER,OWN00031,FAM031,Fleming's Prime Steakhouse Inc,Los Angeles,CA,CA,USA,FILLER,PROV00031,SUP001,Southern Glazer's,Los Angeles,CA,FL,USA,FILLER,GRP031,Fleming's Prime Steakhouse Group,Y,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00031,Y,Restaurant - On Premise,ON,ON-Premise,"Low Volume,<$2M",Chain,Bar & Grill,Bar & Grill,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00031,FLEMING'S PRIME STEA LOS ANGELE,1000000031,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00032,1000000032,N,ADD,20260129,A,Ruth's Chris Steak House,1032,8430 Elm St,San Francisco,CA,94101,San Francisco,CA,USA,United States,ON,Fi,32,C,FILLER,38.6055,-68.4862,Y,BLK00032,FILLER,CA,232-555-7195,FILLER,H,6960,20653,56,9,FILLER,OWN00032,FAM032,Ruth's Chris Steak House Inc,San Francisco,CA,CA,USA,FILLER,PROV00032,SUP001,Southern Glazer's,Los Angeles,FL,NY,USA,FILLER,GRP032,Ruth's Chris Steak House Group,Y,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00032,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$2-5M",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00032,RUTH'S CHRIS STEAK H SAN FRANCI,1000000032,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00033,1000000033,N,ADD,20260129,A,Wine World,1033,7219 Broadway,Milwaukee,WI,53201,Milwaukee,WI,USA,United States,OFF,Co,33,I,FILLER,34.6038,-80.2934,Y,BLK00033,FILLER,WI,331-555-1397,FILLER,M,9926,29651,60,5,FILLER,OWN00033,FAM033,Wine World Inc,Milwaukee,WI,WI,USA,FILLER,PROV00033,SUP001,Southern Glazer's,Los Angeles,NY,TX,USA,FILLER,GRP033,Wine World Group,N,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00033,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Independent,Convenience Store,Convenience Store,Valid Coordinates,Single Store,Active,New Account,ULOC00033,WINE WORLD MILWAUKEE,1000000033,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00034,1000000034,N,ADD,20260129,A,Total Wine & More,1034,1601 Market St,Tampa,FL,33601,Tampa,FL,USA,United States,OFF,Su,34,C,FILLER,32.3694,-112.9617,Y,BLK00034,FILLER,FL,782-555-3375,FILLER,M,1695,16640,70,8,FILLER,OWN00034,FAM034,Total Wine & More Inc,Tampa,FL,FL,USA,FILLER,PROV00034,SUP001,Southern Glazer's,Los Angeles,CA,CA,USA,FILLER,GRP034,Total Wine & More Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00034,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00034,TOTAL WINE & MORE TAMPA,1000000034,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00035,1000000035,N,ADD,20260129,A,Bonefish Grill,1035,8848 Market St,San Antonio,TX,78201,San Antonio,TX,USA,United States,ON,Ca,35,C,FILLER,25.1451,-86.3923,Y,BLK00035,FILLER,TX,376-555-3513,FILLER,M,6411,12856,20,4,FILLER,OWN00035,FAM035,Bonefish Grill Inc,San Antonio,TX,TX,USA,FILLER,PROV00035,SUP001,Southern Glazer's,Los Angeles,NY,TX,USA,FILLER,GRP035,Bonefish Grill Group,Y,FILLER,N,N,N,Y,Y,Y,Y,ITALIAN,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00035,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00035,BONEFISH GRILL SAN ANTONI,1000000035,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00036,1000000036,N,ADD,20260129,A,Fleming's Prime Steakhouse,1036,4538 Elm St,Houston,TX,77001,Houston,TX,USA,United States,ON,Fi,36,C,FILLER,32.1603,-113.1813,Y,BLK00036,FILLER,TX,224-555-8882,FILLER,H,4241,23590,37,8,FILLER,OWN00036,FAM036,Fleming's Prime Steakhouse Inc,Houston,TX,TX,USA,FILLER,PROV00036,SUP001,Southern Glazer's,New York,NY,CA,USA,FILLER,GRP036,Fleming's Prime Steakhouse Group,Y,FILLER,N,N,N,Y,Y,Y,Y,CASUAL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00036,Y,Restaurant - On Premise,ON,ON-Premise,"Low Volume,<$2M",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00036,FLEMING'S PRIME STEA HOUSTON,1000000036,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00037,1000000037,N,ADD,20260129,A,Ocean Prime,1037,3907 Market St,Denver,CO,80201,Denver,CO,USA,United States,ON,Fi,37,C,FILLER,27.1788,-116.2398,Y,BLK00037,FILLER,CO,582-555-1182,FILLER,H,1259,13643,28,11,FILLER,OWN00037,FAM037,Ocean Prime Inc,Denver,CO,CO,USA,FILLER,PROV00037,SUP001,Southern Glazer's,Miami,TX,TX,USA,FILLER,GRP037,Ocean Prime Group,Y,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00037,Y,Restaurant - On Premise,ON,ON-Premise,"Low Volume,<$2M",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00037,OCEAN PRIME DENVER,1000000037,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00038,1000000038,N,ADD,20260129,A,Spec's Wine Spirit & Finer Foods,1038,716 Elm St,Tampa,FL,33601,Tampa,FL,USA,United States,OFF,Co,38,C,FILLER,46.2386,-120.0531,Y,BLK00038,FILLER,FL,359-555-3357,FILLER,M,8544,18476,28,11,FILLER,OWN00038,FAM038,Spec's Wine Spirit & Finer Foods Inc,Tampa,FL,FL,USA,FILLER,PROV00038,SUP001,Southern Glazer's,Miami,TX,NY,USA,FILLER,GRP038,Spec's Wine Spirit & Finer Foods Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00038,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00038,SPEC'S WINE SPIRIT & TAMPA,1000000038,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00039,1000000039,N,ADD,20260129,A,Eddie V's,1039,4559 Pine St,San Francisco,CA,94101,San Francisco,CA,USA,United States,ON,Ca,39,C,FILLER,31.5869,-66.6592,Y,BLK00039,FILLER,CA,334-555-7980,FILLER,M,3845,11862,88,7,FILLER,OWN00039,FAM039,Eddie V's Inc,San Francisco,CA,CA,USA,FILLER,PROV00039,SUP001,Southern Glazer's,New York,FL,NY,USA,FILLER,GRP039,Eddie V's Group,Y,FILLER,N,N,N,Y,Y,Y,Y,STEAK,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00039,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00039,EDDIE V'S SAN FRANCI,1000000039,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00040,1000000040,N,ADD,20260129,A,Wine World,1040,6535 Oak Ave,Charlotte,NC,28201,Charlotte,NC,USA,United States,OFF,Su,40,C,FILLER,34.1028,-117.2095,Y,BLK00040,FILLER,NC,703-555-3510,FILLER,H,4587,7387,64,4,FILLER,OWN00040,FAM040,Wine World Inc,Charlotte,NC,NC,USA,FILLER,PROV00040,SUP001,Southern Glazer's,New York,CA,NY,USA,FILLER,GRP040,Wine World Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00040,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00040,WINE WORLD CHARLOTTE,1000000040,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00041,1000000041,N,ADD,20260129,A,Ocean Prime,1041,3695 Main St,Phoenix,AZ,85001,Phoenix,AZ,USA,United States,ON,Fi,41,I,FILLER,45.4995,-107.711,Y,BLK00041,FILLER,AZ,755-555-6575,FILLER,M,3007,18953,88,4,FILLER,OWN00041,FAM041,Ocean Prime Inc,Phoenix,AZ,AZ,USA,FILLER,PROV00041,SUP001,Southern Glazer's,New York,CA,NY,USA,FILLER,GRP041,Ocean Prime Group,N,FILLER,N,N,N,Y,Y,Y,Y,ITALIAN,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00041,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$2-5M",Independent,Fine Dining,Fine Dining,Valid Coordinates,Single Store,Active,New Account,ULOC00041,OCEAN PRIME PHOENIX,1000000041,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00042,1000000042,N,ADD,20260129,A,K&L Wine Merchants,1042,6320 Elm St,Albuquerque,NM,87101,Albuquerque,NM,USA,United States,OFF,Sp,42,C,FILLER,31.083,-119.8335,Y,BLK00042,FILLER,NM,451-555-4183,FILLER,H,7713,6680,45,12,FILLER,OWN00042,FAM042,K&L Wine Merchants Inc,Albuquerque,NM,NM,USA,FILLER,PROV00042,SUP001,Southern Glazer's,Dallas,FL,FL,USA,FILLER,GRP042,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00042,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00042,K&L WINE MERCHANTS ALBUQUERQU,1000000042,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00043,1000000043,N,ADD,20260129,A,Liquor Barn,1043,7208 Oak Ave,Atlanta,GA,30301,Atlanta,GA,USA,United States,OFF,Sp,43,I,FILLER,34.4691,-75.0762,Y,BLK00043,FILLER,GA,384-555-4964,FILLER,H,1619,16016,50,11,FILLER,OWN00043,FAM043,Liquor Barn Inc,Atlanta,GA,GA,USA,FILLER,PROV00043,SUP001,Southern Glazer's,Dallas,CA,CA,USA,FILLER,GRP043,Liquor Barn Group,N,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00043,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Independent,Specialty Store,Specialty Store,Valid Coordinates,Single Store,Active,New Account,ULOC00043,LIQUOR BARN ATLANTA,1000000043,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00044,1000000044,N,ADD,20260129,A,Wine World,1044,9634 Oak Ave,San Diego,CA,92101,San Diego,CA,USA,United States,OFF,Su,44,I,FILLER,34.2145,-68.5902,Y,BLK00044,FILLER,CA,280-555-3135,FILLER,H,8417,9774,61,7,FILLER,OWN00044,FAM044,Wine World Inc,San Diego,CA,CA,USA,FILLER,PROV00044,SUP001,Southern Glazer's,Dallas,FL,NY,USA,FILLER,GRP044,Wine World Group,N,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00044,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Independent,Superstore,Superstore,Valid Coordinates,Single Store,Active,New Account,ULOC00044,WINE WORLD SAN DIEGO,1000000044,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00045,1000000045,N,ADD,20260129,A,K&L Wine Merchants,1045,7417 Oak Ave,Seattle,WA,98101,Seattle,WA,USA,United States,OFF,Su,45,C,FILLER,42.3427,-82.2346,Y,BLK00045,FILLER,WA,211-555-2307,FILLER,L,6636,25761,56,11,FILLER,OWN00045,FAM045,K&L Wine Merchants Inc,Seattle,WA,WA,USA,FILLER,PROV00045,SUP001,Southern Glazer's,Los Angeles,NY,TX,USA,FILLER,GRP045,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00045,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00045,K&L WINE MERCHANTS SEATTLE,1000000045,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00046,1000000046,N,ADD,20260129,A,Liquor Barn,1046,2087 Pine St,Denver,CO,80201,Denver,CO,USA,United States,OFF,Sp,46,C,FILLER,28.6425,-85.9809,Y,BLK00046,FILLER,CO,966-555-5025,FILLER,L,3810,5255,67,11,FILLER,OWN00046,FAM046,Liquor Barn Inc,Denver,CO,CO,USA,FILLER,PROV00046,SUP001,Southern Glazer's,Dallas,TX,CA,USA,FILLER,GRP046,Liquor Barn Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00046,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00046,LIQUOR BARN DENVER,1000000046,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00047,1000000047,N,ADD,20260129,A,Binny's Beverage Depot,1047,2648 Elm St,Oklahoma City,OK,73101,Oklahoma City,OK,USA,United States,OFF,Co,47,C,FILLER,28.9849,-105.4895,Y,BLK00047,FILLER,OK,252-555-5202,FILLER,H,3957,14570,25,5,FILLER,OWN00047,FAM047,Binny's Beverage Depot Inc,Oklahoma City,OK,OK,USA,FILLER,PROV00047,SUP001,Southern Glazer's,Miami,CA,TX,USA,FILLER,GRP047,Binny's Beverage Depot Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00047,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00047,BINNY'S BEVERAGE DEP OKLAHOMA C,1000000047,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00048,1000000048,N,ADD,20260129,A,The Capital Grille,1048,6761 Main St,Phoenix,AZ,85001,Phoenix,AZ,USA,United States,ON,Fi,48,C,FILLER,37.2399,-118.0429,Y,BLK00048,FILLER,AZ,468-555-7896,FILLER,H,2611,5132,36,5,FILLER,OWN00048,FAM048,The Capital Grille Inc,Phoenix,AZ,AZ,USA,FILLER,PROV00048,SUP001,Southern Glazer's,Los Angeles,CA,NY,USA,FILLER,GRP048,The Capital Grille Group,Y,FILLER,N,N,N,Y,Y,Y,Y,CASUAL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00048,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$2-5M",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00048,THE CAPITAL GRILLE PHOENIX,1000000048,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00049,1000000049,N,ADD,20260129,A,Keg N Bottle,1049,2221 Broadway,Dallas,TX,75201,Dallas,TX,USA,United States,OFF,Su,49,I,FILLER,35.7952,-74.6199,Y,BLK00049,FILLER,TX,715-555-3934,FILLER,H,6922,16585,96,6,FILLER,OWN00049,FAM049,Keg N Bottle Inc,Dallas,TX,TX,USA,FILLER,PROV00049,SUP001,Southern Glazer's,Los Angeles,FL,TX,USA,FILLER,GRP049,Keg N Bottle Group,N,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00049,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Independent,Superstore,Superstore,Valid Coordinates,Single Store,Active,New Account,ULOC00049,KEG N BOTTLE DALLAS,1000000049,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00050,1000000050,N,ADD,20260129,A,Morton's The Steakhouse,1050,4988 Pine St,Houston,TX,77001,Houston,TX,USA,United States,ON,Fi,50,I,FILLER,41.895,-120.0707,Y,BLK00050,FILLER,TX,432-555-6256,FILLER,H,4177,17514,34,12,FILLER,OWN00050,FAM050,Morton's The Steakhouse Inc,Houston,TX,TX,USA,FILLER,PROV00050,SUP001,Southern Glazer's,Miami,CA,FL,USA,FILLER,GRP050,Morton's The Steakhouse Group,N,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00050,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Independent,Fine Dining,Fine Dining,Valid Coordinates,Single Store,Active,New Account,ULOC00050,MORTON'S THE STEAKHO HOUSTON,1000000050,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00051,1000000051,N,ADD,20260129,A,Gary's Wine & Marketplace,1051,6009 Pine St,Phoenix,AZ,85001,Phoenix,AZ,USA,United States,OFF,Co,51,C,FILLER,30.9995,-98.8237,Y,BLK00051,FILLER,AZ,560-555-1296,FILLER,M,1517,20678,78,9,FILLER,OWN00051,FAM051,Gary's Wine & Marketplace Inc,Phoenix,AZ,AZ,USA,FILLER,PROV00051,SUP001,Southern Glazer's,Dallas,TX,NY,USA,FILLER,GRP051,Gary's Wine & Marketplace Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00051,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00051,GARY'S WINE & MARKET PHOENIX,1000000051,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00052,1000000052,N,ADD,20260129,A,Bottles,1052,6472 Broadway,San Francisco,CA,94101,San Francisco,CA,USA,United States,OFF,Su,52,C,FILLER,44.0883,-71.7569,Y,BLK00052,FILLER,CA,665-555-4930,FILLER,H,4915,15382,53,8,FILLER,OWN00052,FAM052,Bottles Inc,San Francisco,CA,CA,USA,FILLER,PROV00052,SUP001,Southern Glazer's,Dallas,NY,FL,USA,FILLER,GRP052,Bottles Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00052,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00052,BOTTLES SAN FRANCI,1000000052,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00053,1000000053,N,ADD,20260129,A,Hi-Time Wine Cellars,1053,5494 Market St,Memphis,TN,38101,Memphis,TN,USA,United States,OFF,Sp,53,C,FILLER,41.8351,-80.6522,Y,BLK00053,FILLER,TN,975-555-8431,FILLER,L,3921,11347,32,10,FILLER,OWN00053,FAM053,Hi-Time Wine Cellars Inc,Memphis,TN,TN,USA,FILLER,PROV00053,SUP001,Southern Glazer's,Miami,NY,NY,USA,FILLER,GRP053,Hi-Time Wine Cellars Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00053,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$5-10M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00053,HI-TIME WINE CELLARS MEMPHIS,1000000053,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00054,1000000054,N,ADD,20260129,A,Carrabba's Italian Grill,1054,5734 1st Ave,Los Angeles,CA,90001,Los Angeles,CA,USA,United States,ON,Ca,54,C,FILLER,27.2039,-116.0252,Y,BLK00054,FILLER,CA,317-555-4747,FILLER,M,2607,27507,46,8,FILLER,OWN00054,FAM054,Carrabba's Italian Grill Inc,Los Angeles,CA,CA,USA,FILLER,PROV00054,SUP001,Southern Glazer's,Los Angeles,NY,NY,USA,FILLER,GRP054,Carrabba's Italian Grill Group,Y,FILLER,N,N,N,Y,Y,Y,Y,CASUAL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00054,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$2-5M",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00054,CARRABBA'S ITALIAN G LOS ANGELE,1000000054,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
